article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_864,2024-01-25 09:00:00+00,-3.5,3.5999999999999996,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.065,-1,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,-0.36,-0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,4,145,54,"ai,hardware"
id_865,2024-02-26 09:00:00+00,-3.0,3.9,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.066,0,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,-0.35,-0.35,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,5,146,55,"earnings,software"
id_866,2024-03-27 09:00:00+00,-2.5,4.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.067,1,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,-0.34,-0.34,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,6,147,56,"ai,hardware"
id_867,2024-04-28 09:00:00+00,-2.0,4.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.068,-1,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,-0.33,-0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7,148,57,"earnings,software"
id_868,2024-05-01 09:00:00+00,-1.5,-4.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.069,0,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,-0.32,-0.32,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,8,149,58,"ai,hardware"
id_869,2024-06-02 09:00:00+00,-1.0,-4.2,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.07,1,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,-0.31,-0.31,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,9,150,59,"earnings,software"
id_870,2024-07-03 09:00:00+00,-0.5,-3.9,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.07100000000000001,-1,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,-0.3,-0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,151,60,"ai,hardware"
id_871,2024-08-04 09:00:00+00,0.0,-3.5999999999999996,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.072,0,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,-0.29,-0.29,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1,152,61,"earnings,software"
id_872,2024-09-05 09:00:00+00,0.5,-3.3,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.073,1,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,-0.28,-0.28,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,2,153,62,"ai,hardware"
id_873,2024-10-06 09:00:00+00,1.0,-3.0,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.074,-1,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,-0.27,-0.27,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,3,154,63,"earnings,software"
id_874,2024-11-07 09:00:00+00,1.5,-2.6999999999999997,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.075,0,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,-0.26,-0.26,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,4,155,64,"ai,hardware"
id_875,2024-12-08 09:00:00+00,2.0,-2.4,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.076,1,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.25,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,5,156,65,"earnings,software"
id_876,2024-01-09 09:00:00+00,2.5,-2.1,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.077,-1,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,-0.24,-0.24,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,6,157,66,"ai,hardware"
id_877,2024-02-10 09:00:00+00,3.0,-1.7999999999999998,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.078,0,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,-0.23,-0.23,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,7,158,67,"earnings,software"
id_878,2024-03-11 09:00:00+00,3.5,-1.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.079,1,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,-0.22,-0.22,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,8,159,68,"ai,hardware"
id_879,2024-04-12 09:00:00+00,4.0,-1.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.08,-1,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,-0.21,-0.21,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,9,160,69,"earnings,software"
id_880,2024-05-13 09:00:00+00,4.5,-0.8999999999999999,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.081,0,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,-0.2,-0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,161,70,"ai,hardware"
id_881,2024-06-14 09:00:00+00,5.0,-0.6,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.082,1,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,-0.19,-0.19,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1,162,71,"earnings,software"
id_882,2024-07-15 09:00:00+00,-5.0,-0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.083,-1,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,-0.18,-0.18,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,2,163,72,"ai,hardware"
id_883,2024-08-16 09:00:00+00,-4.5,0.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.084,0,0.83,0.83,0.83,-0.17,-0.17,0.83,0.83,0.83,0.83,0.83,0.83,0.83,-0.17,-0.17,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,3,164,73,"earnings,software"
id_884,2024-09-17 09:00:00+00,-4.0,0.3,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.085,1,0.84,0.84,0.84,-0.16,-0.16,0.84,0.84,0.84,0.84,0.84,0.84,0.84,-0.16,-0.16,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,4,165,74,"ai,hardware"
id_885,2024-10-18 09:00:00+00,-3.5,0.6,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.08600000000000001,-1,0.85,0.85,0.85,-0.15,-0.15,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.15,-0.15,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,5,166,75,"earnings,software"
id_886,2024-11-19 09:00:00+00,-3.0,0.8999999999999999,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.087,0,0.86,0.86,0.86,-0.14,-0.14,0.86,0.86,0.86,0.86,0.86,0.86,0.86,-0.14,-0.14,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,6,167,76,"ai,hardware"
id_887,2024-12-20 09:00:00+00,-2.5,1.2,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.088,1,0.87,0.87,0.87,-0.13,-0.13,0.87,0.87,0.87,0.87,0.87,0.87,0.87,-0.13,-0.13,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,7,168,77,"earnings,software"
id_888,2024-01-21 09:00:00+00,-2.0,1.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.089,-1,0.88,0.88,0.88,-0.12,-0.12,0.88,0.88,0.88,0.88,0.88,0.88,0.88,-0.12,-0.12,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,8,169,78,"ai,hardware"
id_889,2024-02-22 09:00:00+00,-1.5,1.7999999999999998,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.09,0,0.89,0.89,0.89,-0.11,-0.11,0.89,0.89,0.89,0.89,0.89,0.89,0.89,-0.11,-0.11,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,9,170,79,"earnings,software"
id_890,2024-03-23 09:00:00+00,-1.0,2.1,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.091,1,0.9,0.9,0.9,-0.1,-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,-0.1,-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,171,80,"ai,hardware"
id_891,2024-04-24 09:00:00+00,-0.5,2.4,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.092,-1,0.91,0.91,0.91,-0.09,-0.09,0.91,0.91,0.91,0.91,0.91,0.91,0.91,-0.09,-0.09,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,1,172,81,"earnings,software"
id_892,2024-05-25 09:00:00+00,0.0,2.6999999999999997,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.093,0,0.92,0.92,0.92,-0.08,-0.08,0.92,0.92,0.92,0.92,0.92,0.92,0.92,-0.08,-0.08,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2,173,82,"ai,hardware"
id_893,2024-06-26 09:00:00+00,0.5,3.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.094,1,0.93,0.93,0.93,-0.07,-0.07,0.93,0.93,0.93,0.93,0.93,0.93,0.93,-0.07,-0.07,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,3,174,83,"earnings,software"
id_894,2024-07-27 09:00:00+00,1.0,3.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.095,-1,0.94,0.94,0.94,-0.06,-0.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,-0.06,-0.06,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,4,175,84,"ai,hardware"
id_895,2024-08-28 09:00:00+00,1.5,3.5999999999999996,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.096,0,0.95,0.95,0.95,-0.05,-0.05,0.95,0.95,0.95,0.95,0.95,0.95,0.95,-0.05,-0.05,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,5,176,85,"earnings,software"
id_896,2024-09-01 09:00:00+00,2.0,3.9,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.097,1,0.96,0.96,0.96,-0.04,-0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,-0.04,-0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,6,177,86,"ai,hardware"
id_897,2024-10-02 09:00:00+00,2.5,4.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.098,-1,0.97,0.97,0.97,-0.03,-0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,-0.03,-0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,7,178,87,"earnings,software"
id_898,2024-11-03 09:00:00+00,3.0,4.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.099,0,0.98,0.98,0.98,-0.02,-0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,-0.02,-0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,8,179,88,"ai,hardware"
id_899,2024-12-04 09:00:00+00,3.5,-4.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.1,1,0.99,0.99,0.99,-0.01,-0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,-0.01,-0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,9,180,89,"earnings,software"
id_900,2024-01-05 09:00:00+00,4.0,-4.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.001,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,"ai,hardware"
id_901,2024-02-06 09:00:00+00,4.5,-3.9,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.002,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,2,1,"earnings,software"
id_902,2024-03-07 09:00:00+00,5.0,-3.5999999999999996,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.003,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2,3,2,"ai,hardware"
id_903,2024-04-08 09:00:00+00,-5.0,-3.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.004,-1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3,4,3,"earnings,software"
id_904,2024-05-09 09:00:00+00,-4.5,-3.0,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.005,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4,5,4,"ai,hardware"
id_905,2024-06-10 09:00:00+00,-4.0,-2.6999999999999997,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.006,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,6,5,"earnings,software"
id_906,2024-07-11 09:00:00+00,-3.5,-2.4,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.007,-1,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,6,7,6,"ai,hardware"
id_907,2024-08-12 09:00:00+00,-3.0,-2.1,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.008,0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,7,8,7,"earnings,software"
id_908,2024-09-13 09:00:00+00,-2.5,-1.7999999999999998,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.009000000000000001,1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8,9,8,"ai,hardware"
id_909,2024-10-14 09:00:00+00,-2.0,-1.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.009999999999999998,-1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,9,10,9,"earnings,software"
id_910,2024-11-15 09:00:00+00,-1.5,-1.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.011,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,11,10,"ai,hardware"
id_911,2024-12-16 09:00:00+00,-1.0,-0.8999999999999999,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.012,1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,12,11,"earnings,software"
id_912,2024-01-17 09:00:00+00,-0.5,-0.6,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.013000000000000001,-1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2,13,12,"ai,hardware"
id_913,2024-02-18 09:00:00+00,0.0,-0.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.013999999999999999,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3,14,13,"earnings,software"
id_914,2024-03-19 09:00:00+00,0.5,0.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.015,1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4,15,14,"ai,hardware"
id_915,2024-04-20 09:00:00+00,1.0,0.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.016,-1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5,16,15,"earnings,software"
id_916,2024-05-21 09:00:00+00,1.5,0.6,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.017,0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,6,17,16,"ai,hardware"
id_917,2024-06-22 09:00:00+00,2.0,0.8999999999999999,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.018000000000000002,1,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,7,18,17,"earnings,software"
id_918,2024-07-23 09:00:00+00,2.5,1.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.019,-1,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,8,19,18,"ai,hardware"
id_919,2024-08-24 09:00:00+00,3.0,1.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.02,0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,9,20,19,"earnings,software"
